Line	Spkr	StTime	Content	EnTime
1	LES_int_01	0.3593	We're back on. Okay, so I mean	1.9468
2	LES_int_01	1.9468	(pause 0.24)	2.1851
3	LES_int_01	2.1851	so, there's a couple like f-	3.3817
4	LES_int_01	3.3817	(pause 0.63)	4.0155
5	LES_int_01	4.0155	s- forces going on right? I mean this- there's some stuff-	6.7673
6	LES_int_01	6.7673	(pause 0.10)	6.8648
7	LES_int_01	6.8648	still some tough stuff happening in your community, but at the same time, now, back this gentrification.	12.0957
8	LES_se0_ag2_f_01	12.2907	[Yeah.]	12.7427
9	LES_int_01	12.4016	[That's coming] in.	13.2487
10	LES_se0_ag2_f_01	13.2709	And then. [Okay.]	13.8192
11	LES_int_01	13.6508	[So, how do things] interact? Like [/inaudible/]	16.0041
12	LES_se0_ag2_f_01	13.9079	[This is.]	14.4219
13	LES_se0_ag2_f_01	14.4219	(pause 1.03)	15.4545
14	LES_se0_ag2_f_01	15.4545	[Alright. I got] friends from w- from [college.]	17.9452
15	LES_int_01	17.8964	[Yeah.]	18.2465
16	LES_se0_ag2_f_01	18.2465	And they come down here and they're pissed off	19.9395
17	LES_se0_ag2_f_01	20.5327	about what the change has been.	21.8578
18	LES_int_01	21.9908	[Yeah.]	22.2966
19	LES_se0_ag2_f_01	22.1459	[Because]	22.6289
20	LES_se0_ag2_f_01	22.9392	they w- g- they remember when this place when nobody really wanted to be here.	26.2920
21	LES_int_01	26.3718	Right.	26.7219
22	LES_se0_ag2_f_01	26.8637	And, so when the first, when like- when the	28.4865
23	LES_se0_ag2_f_01	28.4865	(pause 0.19)	28.6727
24	LES_se0_ag2_f_01	28.6727	bars started first, like tha- remember I told you that close	31.1899
25	LES_se0_ag2_f_01	31.1899	(pause 0.38)	31.5710
26	LES_se0_ag2_f_01	31.5710	the up close? [Like the beautiful.]	32.9094
27	LES_int_01	32.1923	[Yeah.]	32.7197
28	LES_se0_ag2_f_01	33.1487	So, you see bars and	34.2347
29	LES_se0_ag2_f_01	34.2347	(pause 0.24)	34.4784
30	LES_se0_ag2_f_01	34.4784	I'm twenty-one, and I'm like, yeah, I can drink [and]	37.0178
31	LES_int_01	36.9070	[Yeah.]	37.3591
32	LES_se0_ag2_f_01	37.3591	I'm identifying with my community in a different way. [I'm older.]	40.1643
33	LES_int_01	39.4242	[Right.]	39.8497
34	LES_se0_ag2_f_01	40.4923	I'm a-	40.7493
35	LES_se0_ag2_f_01	40.7493	(pause 0.12)	40.8699
36	LES_se0_ag2_f_01	40.8699	coming home from college and	42.4018
37	LES_se0_ag2_f_01	42.4018	(pause 0.40)	42.8023
38	LES_se0_ag2_f_01	42.8023	wow. This is, you know.	44.0034
39	LES_se0_ag2_f_01	44.0034	(pause 0.14)	44.1408
40	LES_se0_ag2_f_01	44.1408	This- I- cause I went away to school, but um.	46.1484
41	LES_se0_ag2_f_01	46.1484	(pause 0.42)	46.5694
42	LES_se0_ag2_f_01	46.5694	It was very close. So, [I w- sometimes] I came home on the weekends.	49.1304
43	LES_int_01	47.5615	[Yeah.]	47.8518
44	LES_int_01	49.1304	Okay.	49.5207
45	LES_se0_ag2_f_01	49.6311	Um. Especially when I stopped playing basketball and	52.1129
46	LES_se0_ag2_f_01	52.1129	(pause 0.17)	52.2858
47	LES_se0_ag2_f_01	52.2858	I used to work here. So I- since I- you know I said-	54.1536
48	LES_se0_ag2_f_01	54.1536	(pause 0.45)	54.6019
49	LES_se0_ag2_f_01	54.6019	you [know, st-]	55.3509
50	LES_int_01	54.9609	[/Yet/] you stayed kind of connected.	56.6709
51	LES_se0_ag2_f_01	56.6228	Yeah. Very	57.0704
52	LES_se0_ag2_f_01	57.1723	yeah. So I stayed /conne-/ connected.	58.7279
53	LES_se0_ag2_f_01	58.7279	(pause 0.47)	59.1939
54	LES_se0_ag2_f_01	59.1939	And um.	59.6282
55	LES_se0_ag2_f_01	59.6282	(pause 0.97)	60.5999
56	LES_se0_ag2_f_01	60.5999	Yeah, we'd come down. We'd come down here	62.2307
57	LES_se0_ag2_f_01	62.2307	(pause 0.23)	62.4612
58	LES_se0_ag2_f_01	62.4612	And we'd frolic these little- we'd frequent these little bars and stuff like [that.]	65.8110
59	LES_int_01	65.4564	[Yeah.] Yeah.	66.1788
60	LES_se0_ag2_f_01	66.2541	And um, people from the neighborhood was in the bars.	68.5492
61	LES_int_01	68.7619	Yeah.	69.1120
62	LES_se0_ag2_f_01	69.2273	And I would go in there and be like	70.0161
63	LES_se0_ag2_f_01	70.0161	(pause 0.10)	70.1180
64	LES_se0_ag2_f_01	70.1180	oh, oh yeah, we're all grown up, we can drink, uh.	72.7925
65	LES_int_01	72.8723	<laugh> [Right.]	73.7365
66	LES_se0_ag2_f_01	73.5194	[And I] thought, aye this is nice.	75.4693
67	LES_se0_ag2_f_01	75.7264	[Oh. I'm seeing] some trees and some nice good things happening. 	78.3336
68	LES_int_01	75.7264	[Yeah.]	76.0955
69	LES_int_01	78.3336	Yeah.	78.8388
70	LES_se0_ag2_f_01	78.8388	Hm.	79.1740
71	LES_se0_ag2_f_01	79.6083	This is good.	80.6276
72	LES_int_01	80.8536	Right.	81.1949
73	LES_se0_ag2_f_01	81.7400	I'm seeing a patch of grass.	83.3443
74	LES_int_01	83.3620	[Yeah.]	83.8938
75	LES_se0_ag2_f_01	83.7165	[You don't] see a patch of grass, now you put it next to a church.	86.2349
76	LES_se0_ag2_f_01	86.5495	Now, we seeing a patch of grass	87.8303
77	LES_se0_ag2_f_01	87.8303	(pause 0.26)	88.0918
78	LES_se0_ag2_f_01	88.0918	in a place where I used to s- play with glass.	90.1714
79	LES_se0_ag2_f_01	90.1714	(pause 0.26)	90.4329
80	LES_se0_ag2_f_01	90.4329	[Like I just told you, now it's] grass here.	92.4183
81	LES_int_01	90.4329	[Yeah.]	91.0622
82	LES_int_01	91.0622	(pause 0.16)	91.2262
83	LES_int_01	91.2262	[Yeah.]	91.6963
84	LES_int_01	93.0432	[And is that what other] people thought?	94.5791
85	LES_se0_ag2_f_01	93.2318	[This is good.]	93.9099
