Line	Spkr	StTime	Content	EnTime
1	DCB_se1_ag3_m_01	0.5184	Alright.	1.0797
2	DCB_se1_ag3_m_01	1.0797	(pause 0.36)	1.4376
3	DCB_se1_ag3_m_01	1.4376	Appreciate y'all. And-	3.0926
4	DCB_se1_ag3_m_01	3.0926	(pause 0.35)	3.4442
5	DCB_se1_ag3_m_01	3.4442	so what are y'all ages?	4.5548
6	DCB_se1_ag1_m_04	5.1001	[Six-]	5.6308
7	DCB_se1_ag1_m_05	5.2693	[Fourteen.]	5.9283
8	DCB_se1_ag1_f_02	6.2476	Si-	6.5793
9	DCB_se1_ag3_m_01	6.2841	[Y-]	6.5691
10	DCB_se1_ag1_f_02	7.4880	Sixteen.	8.2547
11	DCB_se1_ag1_m_04	8.6555	And sixteen.	9.5166
12	DCB_se1_ag3_m_01	9.7267	Sixteen and sixteen, how long y'all been in DC?	12.0095
13	DCB_se1_ag1_f_02	12.4350	Four years.	13.2840
14	DCB_se1_ag3_m_01	14.5410	Four years?	15.1356
15	DCB_se1_ag1_m_04	15.1181	Mm-hm.	15.5890
16	DCB_se1_ag3_m_01	15.6569	Is it-	16.1315
17	DCB_se1_ag3_m_01	16.1315	(pause 0.22)	16.3467
18	DCB_se1_ag3_m_01	16.3467	does DC have it's own language?	17.7987
19	DCB_se1_ag1_f_02	18.3499	[Yes.]	18.9170
20	DCB_se1_ag3_m_01	18.4063	[Like can you] tell if somebody from-	20.0996
21	DCB_se1_ag3_m_01	20.4602	where did y'all move from?	21.6976
22	DCB_se1_ag1_f_02	21.9991	[Maryland.]	22.4468
23	DCB_se1_ag1_m_04	22.3308	[Maryland.]	22.7668
24	DCB_se1_ag3_m_01	22.8216	Maryland?	23.2949
25	DCB_se1_ag3_m_01	23.2949	(pause 0.30)	23.5911
26	DCB_se1_ag3_m_01	23.5911	Is there a- like a difference in how you could tell like, /oh okay/ they from, uh,	27.7769
27	DCB_se1_ag3_m_01	27.7769	(pause 0.58)	28.3546
28	DCB_se1_ag3_m_01	28.3546	they're from-	28.8560
29	DCB_se1_ag3_m_01	28.8560	(pause 0.53)	29.3828
30	DCB_se1_ag3_m_01	29.3828	they're from here?	30.1601
31	DCB_se1_ag3_m_01	30.1601	(pause 0.17)	30.3280
32	DCB_se1_ag3_m_01	30.3280	Or, [you know what I'm saying, oh they're] from-	31.8266
33	DCB_se1_ag1_f_02	30.7624	[No.]	31.2984
34	DCB_se1_ag1_f_02	32.1189	DC and Maryland got their own slang, but if you from out of town	36.1869
35	DCB_se1_ag1_f_02	36.1869	(pause 0.20)	36.3916
36	DCB_se1_ag1_f_02	36.3916	then we'll know that you from	37.9405
37	DCB_se1_ag1_f_02	37.9405	(pause 0.17)	38.1073
38	DCB_se1_ag1_f_02	38.1073	wherever you-	38.7273
39	DCB_se1_ag1_f_02	38.7273	(pause 0.54)	39.2714
40	DCB_se1_ag1_f_02	39.2714	how you speak.	40.0143
41	DCB_se1_ag3_m_01	41.0656	What are words that are /pecific/ for DC?	43.3773
42	DCB_se1_ag3_m_01	43.3773	(pause 0.71)	44.0880
43	DCB_se1_ag3_m_01	44.0880	Give me some words that are /pecific/	45.4920
44	DCB_se1_ag3_m_01	45.4920	(pause 0.11)	45.6070
45	DCB_se1_ag3_m_01	45.6070	for DC?	46.3201
46	DCB_se1_ag1_m_04	47.0431	Mo,	47.6865
47	DCB_se1_ag1_f_02	47.9584	Bob,	48.6018
48	DCB_se1_ag1_f_02	48.6018	(pause 0.07)	48.6682
49	DCB_se1_ag1_f_02	48.6682	kill,	49.6034
50	DCB_se1_ag1_m_04	48.9368	kill,	49.6795
51	DCB_se1_ag1_f_02	50.3805	[uh-]	50.9742
52	DCB_se1_ag1_m_04	50.4634	[uh-]	50.9742
53	DCB_se1_ag3_m_01	51.5115	What do they mean	52.2715
54	DCB_se1_ag3_m_01	52.2715	(pause 0.38)	52.6557
55	DCB_se1_ag3_m_01	52.6557	when you say it? /Like/ as you- as you [say the word]	54.7557
56	DCB_se1_ag1_f_02	54.1183	[Kill means] like you agreeing with something.	56.5329
57	DCB_se1_ag1_f_02	57.0511	Mo is like if they don't know your name they'll call you [by Mo] or Bob.	60.4871
58	DCB_se1_ag1_f_02	60.4871	(pause 0.85)	61.3371
59	DCB_se1_ag1_f_02	61.3371	Uh-	61.9344
60	DCB_se1_ag1_f_02	61.9344	(pause 1.62)	63.5526
61	DCB_se1_ag1_f_02	63.5526	uh, what other stuff?	65.0752
62	DCB_se1_ag1_m_04	66.8204	Uh, <ts>	67.7059
63	DCB_se1_ag1_m_04	67.7059	(pause 0.39)	68.1005
64	DCB_se1_ag1_m_04	68.1005	what else?	68.7952
65	DCB_se1_ag1_m_04	68.7952	(pause 4.11)	72.9006
66	DCB_se1_ag1_m_04	72.9006	It's hard cause you not in a real conversation.	75.5939
67	DCB_se1_ag3_m_01	76.3730	<laugh> You say it's hard cause you not in a real [conversation?]	78.6326
68	DCB_se1_ag1_m_04	78.5198	[Yeah], like	79.5480
69	DCB_se1_ag1_m_04	79.7536	talking to somebody.	80.7642
70	DCB_se1_ag3_m_01	83.2094	So what about like-	84.3314
71	DCB_se1_ag3_m_01	84.3314	(pause 0.75)	85.0843
72	DCB_se1_ag3_m_01	85.0843	like what are-	85.8869
73	DCB_se1_ag3_m_01	85.8869	(pause 0.06)	85.9499
74	DCB_se1_ag3_m_01	85.9499	can you remember words like when you first	87.8602
75	DCB_se1_ag3_m_01	87.8602	(pause 0.15)	88.0095
76	DCB_se1_ag3_m_01	88.0095	moved to DC when you were younger?	89.9175
77	DCB_se1_ag3_m_01	89.9175	(pause 0.66)	90.5775
78	DCB_se1_ag3_m_01	90.5775	As opposed to now.	91.6388
79	DCB_se1_ag3_m_01	91.6388	(pause 0.35)	91.9903
80	DCB_se1_ag3_m_01	91.9903	Like are there words that you don't use anymore like [when /you were kids?/]	95.4605
81	DCB_se1_ag1_f_02	94.5816	[Yeah.]	95.1749
82	DCB_se1_ag1_m_04	94.8933	[Yeah.]	95.3360
83	DCB_se1_ag1_f_02	95.4571	Like [swag] we don't use swag anymore.	97.9051
84	DCB_se1_ag1_m_04	95.8220	[/??/]	96.2631
85	DCB_se1_ag3_m_01	98.3061	Swag?	98.8461
86	DCB_se1_ag1_f_02	99.2612	Yeah [we use]	100.3491
87	DCB_se1_ag1_m_04	99.6360	[/Or s-/]	100.0473
88	DCB_se1_ag1_f_02	100.5779	uh-	101.0846
89	DCB_se1_ag1_f_02	101.0846	(pause 1.22)	102.3035
90	DCB_se1_ag1_f_02	102.3035	we use	103.2142
91	DCB_se1_ag1_m_04	103.3184	[Fresh.]	104.0546
92	DCB_se1_ag1_f_02	103.8192	[fresh.]	104.6641
93	DCB_se1_ag3_m_01	105.4310	[Fresh?]	105.9057
94	DCB_se1_ag1_m_04	105.5073	[Or some-] well, Maryland and DC kind of got the same	108.9760
95	DCB_se1_ag1_m_04	109.3588	slang.	110.1382
96	DCB_se1_ag1_m_04	110.1382	(pause 1.00)	111.1416
97	DCB_se1_ag1_m_04	111.1416	So most of you- we know because	113.5652
98	DCB_se1_ag1_m_04	113.5652	(pause 0.17)	113.7343
99	DCB_se1_ag1_m_04	113.7343	when we in Maryland,	115.1903
100	DCB_se1_ag1_m_04	115.1903	(pause 0.52)	115.7110
