Line	Spkr	StTime	Content	EnTime
1	DCB_int_01	0.5131	Um,	1.3571
2	DCB_int_01	1.3571	(pause 0.28)	1.6322
3	DCB_int_01	1.6322	what's your birthday?	2.1824
4	DCB_se1_ag1_m_03	2.9740	November fourteen.	3.8040
5	DCB_int_01	5.8417	What year?	6.2007
6	DCB_se1_ag1_m_03	6.8162	Two thousand one.	7.5343
7	DCB_int_01	8.8574	Okay, somebody's about to have a birthday in, like,	10.6899
8	DCB_int_01	10.6899	(pause 0.26)	10.9464
9	DCB_int_01	10.9464	a month.	11.4453
10	DCB_se1_ag1_m_03	11.6878	Yeah.	11.9023
11	DCB_int_01	12.6623	Um, where were you born?	13.5052
12	DCB_se1_ag1_m_03	14.0973	I was born in	15.0346
13	DCB_se1_ag1_m_03	15.0346	(pause 0.36)	15.3923
14	DCB_se1_ag1_m_03	15.3923	naturally DC,	16.3728
15	DCB_se1_ag1_m_03	16.3728	(pause 0.15)	16.5221
16	DCB_se1_ag1_m_03	16.5221	but I have like, a history of like-	18.3639
17	DCB_se1_ag1_m_03	18.3639	(pause 0.71)	19.0727
18	DCB_se1_ag1_m_03	19.0727	from like-	19.4224
19	DCB_se1_ag1_m_03	19.4224	(pause 0.84)	20.2652
20	DCB_se1_ag1_m_03	20.2652	in, like, cultural wise, I have like,	21.9672
21	DCB_se1_ag1_m_03	21.9672	(pause 0.26)	22.2283
22	DCB_se1_ag1_m_03	22.2283	people from like, different places. Like I got	23.8650
23	DCB_se1_ag1_m_03	23.8650	(pause 0.54)	24.4012
24	DCB_se1_ag1_m_03	24.4012	Italian in my family,	25.4643
25	DCB_se1_ag1_m_03	25.4643	(pause 0.87)	26.3352
26	DCB_se1_ag1_m_03	26.3352	Bahamian,	27.0999
27	DCB_se1_ag1_m_03	27.0999	(pause 0.33)	27.4309
28	DCB_se1_ag1_m_03	27.4309	and like I have- I just a have a lot.	28.5967
29	DCB_int_01	29.6878	So tell me a little bit about	30.8162
30	DCB_int_01	30.8162	(pause 0.31)	31.1286
31	DCB_int_01	31.1286	that.	31.3198
32	DCB_se1_ag1_m_03	32.1824	Like-	32.5042
33	DCB_se1_ag1_m_03	32.5042	(pause 0.53)	33.0346
34	DCB_se1_ag1_m_03	33.0346	<ts>	33.1745
35	DCB_se1_ag1_m_03	33.1745	(pause 0.89)	34.0604
36	DCB_se1_ag1_m_03	34.0604	Like one day I asked my grandmother, this when I had like long	36.9095
37	DCB_se1_ag1_m_03	36.9095	(pause 0.16)	37.0727
38	DCB_se1_ag1_m_03	37.0727	plaits and like,	37.7395
39	DCB_se1_ag1_m_03	37.7395	(pause 0.29)	38.0332
40	DCB_se1_ag1_m_03	38.0332	I was like, seven.	38.6720
41	DCB_se1_ag1_m_03	38.6720	(pause 0.89)	39.5615
42	DCB_se1_ag1_m_03	39.5615	And like,	40.1164
43	DCB_se1_ag1_m_03	40.1164	(pause 0.97)	41.0863
44	DCB_se1_ag1_m_03	41.0863	it was just that like,	42.0188
45	DCB_se1_ag1_m_03	42.0188	(pause 0.08)	42.0981
46	DCB_se1_ag1_m_03	42.0981	I asked my grandmother how come	43.5623
47	DCB_se1_ag1_m_03	43.5623	(pause 0.75)	44.3083
48	DCB_se1_ag1_m_03	44.3083	my hair	44.9057
49	DCB_se1_ag1_m_03	44.9057	(pause 0.12)	45.0299
50	DCB_se1_ag1_m_03	45.0299	looks different from everybody else's. They was like,	46.6013
51	DCB_se1_ag1_m_03	46.6013	(pause 0.66)	47.2588
52	DCB_se1_ag1_m_03	47.2588	because	47.8790
53	DCB_se1_ag1_m_03	47.8790	(pause 0.24)	48.1214
54	DCB_se1_ag1_m_03	48.1214	you have	48.6716
55	DCB_se1_ag1_m_03	48.6716	(pause 0.31)	48.9841
56	DCB_se1_ag1_m_03	48.9841	different	49.3851
57	DCB_se1_ag1_m_03	49.3851	(pause 0.73)	50.1125
58	DCB_se1_ag1_m_03	50.1125	like,	50.3270
59	DCB_se1_ag1_m_03	50.3270	(pause 0.23)	50.5543
60	DCB_se1_ag1_m_03	50.5543	culture in your family. Like, you have Italian,	52.6106
