Line	Spkr	StTime	Content	EnTime
1	LES_int_01	0.2743	Um, okay. Well so we can get started officially. [So,] um, <ts>	4.2065
2	LES_se0_ag2_m_01	2.9988	[Okay.]	3.4211
3	LES_int_01	4.3650	I'm /RD-NAME-4/ and I'm talking to /RD-NAME-3/, tell me your last name again?	8.4229
4	LES_se0_ag2_m_01	8.4229	My name is /RD-NAME-4/.	9.5905
5	LES_int_01	9.5905	/RD-NAME-1/.	9.9533
6	LES_se0_ag2_m_01	10.1561	Yes.	10.6597
7	LES_int_01	10.6877	Hi /RD-NAME-3/.	11.5737
8	LES_se0_ag2_m_01	11.6444	How you [doing?]	12.3290
9	LES_int_01	11.9747	[Um,] I'm good.	13.4187
10	LES_int_01	14.2408	So I normally ask people just sort of start at the beginning of their lives. So could you tell me when and where you were born?	20.5185
11	LES_se0_ag2_m_01	20.7531	<ts> Kay. I was born November eleventh, nineteen eighty-four	24.3808
12	LES_se0_ag2_m_01	24.3808	(pause 0.49)	24.8704
13	LES_se0_ag2_m_01	24.8704	at /RD-ADDRESS-5/ in Brooklyn, New York.	26.9158
14	LES_int_01	27.1956	[Okay.]	27.6411
15	LES_se0_ag2_m_01	27.5763	[Um,] so I'm originally a Brooklynite.	29.2922
16	LES_se0_ag2_m_01	29.7728	I lived in Brooklyn up until I was	32.5209
17	LES_se0_ag2_m_01	32.5209	(pause 0.69)	33.2075
18	LES_se0_ag2_m_01	33.2075	three or four years old, then I moved to this apartment on [/RD-ADDRESS-/, now I'm in the s-]	37.3915
19	LES_int_01	36.9532	[This]	37.6106
20	LES_int_01	37.8515	[same apartment?]	38.6861
21	LES_se0_ag2_m_01	37.9727	[Yeah, same] exact I- I been living here for going on twenty-one, twenty-two years now.	42.2253
22	LES_int_01	42.3092	That's [amazing.]	43.0573
23	LES_se0_ag2_m_01	42.9541	[Yeah,]	43.2852
24	LES_se0_ag2_m_01	43.5696	so.	43.9566
25	LES_int_01	44.0499	Um, can you tell me a little bit about your family and their history? Like, how did they end up in Brooklyn and then here?	49.3406
26	LES_se0_ag2_m_01	49.4059	Okay. <ts> Well my grandmother was from down south	51.7964
27	LES_int_01	51.8197	<ts> Okay.	52.1461
28	LES_se0_ag2_m_01	52.1554	and, you know, she wound up moving, I believe	54.7697
29	LES_se0_ag2_m_01	54.7697	(pause 0.12)	54.8909
30	LES_se0_ag2_m_01	54.8909	South Carolina and the migrated up to B-	56.5556
31	LES_se0_ag2_m_01	56.5556	(pause 0.41)	56.9706
32	LES_se0_ag2_m_01	56.9706	and up to New York, Brooklyn.	58.2683
33	LES_int_01	58.4361	[Mm-hm.]	58.7873
34	LES_se0_ag2_m_01	58.4493	[She,] you know, got married, had,	60.5039
35	LES_se0_ag2_m_01	61.0334	you know, my m-	61.6738
36	LES_se0_ag2_m_01	61.6738	(pause 0.31)	61.9846
