Line	Spkr	StTime	Content	EnTime
1	DCB_int_01	0.2801	Uh, when's your birthday?	1.5721
2	DCB_se1_ag1_f_03	2.3788	June the eighteenth, two-thousand and two.	4.8546
3	DCB_int_01	7.7249	Where were you born?	8.4195
4	DCB_se1_ag1_f_03	9.6801	Washington DC.	10.6978
5	DCB_int_01	11.6062	What neighborhood do you claim?	12.7139
6	DCB_se1_ag1_f_03	14.9761	Northeast.	15.8469
7	DCB_int_01	15.8603	Northeast?	16.4310
8	DCB_int_01	16.4310	(pause 1.71)	18.1400
9	DCB_int_01	18.1400	And have you lived in DC all your life?	19.8517
10	DCB_se1_ag1_f_03	20.1253	Yes.	20.5991
11	DCB_int_01	24.3602	So you've not lived anywhere else?	25.5080
12	DCB_se1_ag1_f_03	25.7482	No.	26.0619
13	DCB_int_01	26.2454	Okay.	26.5490
14	DCB_int_01	26.5490	(pause 0.68)	27.2330
15	DCB_int_01	27.2330	What school do you go to?	27.9637
16	DCB_se1_ag1_f_03	28.5243	/RD-SCHOOL-8/.	30.5203
17	DCB_int_01	33.6367	What grade /you're in?/	34.1927
18	DCB_se1_ag1_f_03	34.5461	Tenth.	34.9510
19	DCB_int_01	36.1166	Where'd you go to elementary school?	37.1543
20	DCB_se1_ag1_f_03	37.6014	/RD-SCHOOL-5/.	38.5267
21	DCB_int_01	38.7726	/RD-SCHOOL-1/?	39.1563
22	DCB_int_01	39.1563	(pause 0.68)	39.8403
23	DCB_int_01	39.8403	And middle school?	40.5923
24	DCB_se1_ag1_f_03	43.1477	/RD-SCHOOL-7/.	44.3355
25	DCB_int_01	45.0595	Where?	45.3368
26	DCB_se1_ag1_f_03	45.7435	/RD-SCHOOL-4/.	46.5610
27	DCB_int_01	46.7378	Oh.	47.0445
28	DCB_int_01	47.0445	(pause 8.24)	55.2878
29	DCB_int_01	55.2878	Do you know where your father or mother was born?	57.2971
30	DCB_se1_ag1_f_03	59.8430	My mom was born in	62.8760
31	DCB_se1_ag1_f_03	62.8760	(pause 0.48)	63.3598
32	DCB_se1_ag1_f_03	63.3598	Fairfax, Virginia, my dad was borned in L-	66.0099
33	DCB_se1_ag1_f_03	66.0099	(pause 0.36)	66.3702
34	DCB_se1_ag1_f_03	66.3702	Landover, Maryland.	67.5306
35	DCB_int_01	69.0428	Fairfax and Landover.	70.6175
36	DCB_int_01	70.6175	(pause 1.75)	72.3669
37	DCB_int_01	72.3669	And	72.9708
38	DCB_int_01	72.9708	(pause 0.27)	73.2377
39	DCB_int_01	73.2377	do you know what your parents do?	74.1820
40	DCB_se1_ag1_f_03	75.4966	My mom works at a hotel,	77.2650
41	DCB_se1_ag1_f_03	77.2650	(pause 0.63)	77.8998
42	DCB_se1_ag1_f_03	77.8998	and my dad is a mechanic.	79.6948
43	DCB_int_01	85.1356	So I'm'a stop writing.	86.1887
44	DCB_int_01	86.1887	(pause 2.42)	88.6043
45	DCB_int_01	88.6043	Alright, so,	89.7484
46	DCB_int_01	89.7484	(pause 0.41)	90.1600
47	DCB_int_01	90.1600	tell me a little bit about	91.9051
48	DCB_int_01	91.9051	(pause 0.52)	92.4222
49	DCB_int_01	92.4222	where'd you grow up?	93.0195
50	DCB_int_01	93.0195	(pause 0.44)	93.4566
51	DCB_int_01	93.4566	Like what [neighborhood?]	94.4886
52	DCB_se1_ag1_f_03	93.8970	[I grew up] in Clay Terrace.	95.7563
53	DCB_int_01	95.8464	In Clay Terrace?	96.6205
54	DCB_int_01	96.6205	(pause 0.09)	96.7072
55	DCB_int_01	96.7072	Do you- um, tell me a little bit about	98.9379
56	DCB_int_01	98.9379	(pause 0.42)	99.3565
57	DCB_int_01	99.3565	when you were younger.	100.0805
58	DCB_int_01	100.0805	(pause 0.44)	100.5209
59	DCB_int_01	100.5209	Are you an only child?	101.3793
60	DCB_se1_ag1_f_03	101.8998	No, I have-	103.1009
61	DCB_se1_ag1_f_03	103.1009	(pause 1.11)	104.2154
62	DCB_se1_ag1_f_03	104.2154	I have four brothers and one sister.	107.0056
63	DCB_se1_ag1_f_03	107.0056	(pause 1.59)	108.5938
64	DCB_se1_ag1_f_03	108.5938	Um,	109.1831
65	DCB_se1_ag1_f_03	109.1831	(pause 0.72)	109.9051
66	DCB_se1_ag1_f_03	109.9051	I lived-	110.5790
67	DCB_se1_ag1_f_03	110.5790	(pause 0.29)	110.8727
68	DCB_se1_ag1_f_03	110.8727	I used to live with my grandma and my mom,	112.7311
69	DCB_se1_ag1_f_03	112.7311	(pause 0.25)	112.9822
70	DCB_se1_ag1_f_03	112.9822	and then my grandma passed away.	114.3135
71	DCB_se1_ag1_f_03	114.3135	(pause 0.92)	115.2344
72	DCB_se1_ag1_f_03	115.2344	And	115.6214
73	DCB_se1_ag1_f_03	115.6214	(pause 0.19)	115.8116
74	DCB_se1_ag1_f_03	115.8116	after my grandma passed away I went to foster care.	118.5570
75	DCB_se1_ag1_f_03	118.5570	(pause 0.67)	119.2258
76	DCB_se1_ag1_f_03	119.2258	<ts> And then,	120.2379
77	DCB_se1_ag1_f_03	120.2379	(pause 0.85)	121.0855
78	DCB_se1_ag1_f_03	121.0855	when I went into foster care,	122.5761
79	DCB_se1_ag1_f_03	122.5761	(pause 1.08)	123.6604
80	DCB_se1_ag1_f_03	123.6604	a whole lot of tragedies happened.	125.3103
81	DCB_se1_ag1_f_03	125.3103	(pause 0.90)	126.2059
82	DCB_se1_ag1_f_03	126.2059	Like, my uncle got shot,	127.8500
83	DCB_se1_ag1_f_03	127.8500	(pause 0.76)	128.6081
84	DCB_se1_ag1_f_03	128.6081	um,	129.0559
85	DCB_se1_ag1_f_03	129.0559	(pause 1.18)	130.2362
86	DCB_se1_ag1_f_03	130.2362	then I lost my cousin.	131.4190
87	DCB_se1_ag1_f_03	131.4190	(pause 1.41)	132.8296
88	DCB_se1_ag1_f_03	132.8296	Um,	133.4182
89	DCB_se1_ag1_f_03	133.4182	(pause 2.39)	135.8044
90	DCB_se1_ag1_f_03	135.8044	when I was younger, my mom told me that	137.6653
91	DCB_se1_ag1_f_03	137.6653	(pause 0.37)	138.0332
92	DCB_se1_ag1_f_03	138.0332	my favorite word was whatever then.	139.7604
93	DCB_se1_ag1_f_03	139.7604	(pause 1.09)	140.8544
94	DCB_se1_ag1_f_03	140.8544	Um,	141.5389
95	DCB_se1_ag1_f_03	141.5389	(pause 0.87)	142.4089
96	DCB_se1_ag1_f_03	142.4089	we used to take trips to	143.8253
97	DCB_se1_ag1_f_03	143.8253	(pause 0.34)	144.1675
98	DCB_se1_ag1_f_03	144.1675	South Carolina every year for	145.9492
99	DCB_se1_ag1_f_03	145.9492	(pause 0.44)	146.3906
100	DCB_se1_ag1_f_03	146.3906	our	147.0943
101	DCB_se1_ag1_f_03	147.0943	(pause 1.47)	148.5688
102	DCB_se1_ag1_f_03	148.5688	family reunion, and we still do that now to this day.	151.0169
103	DCB_se1_ag1_f_03	151.0169	(pause 0.77)	151.7860
104	DCB_se1_ag1_f_03	151.7860	Um,	152.4513
105	DCB_se1_ag1_f_03	152.4513	(pause 1.91)	154.3609
106	DCB_se1_ag1_f_03	154.3609	we go out of town just to go out of town sometimes.	157.0247
107	DCB_se1_ag1_f_03	157.0247	(pause 0.83)	157.8532
108	DCB_se1_ag1_f_03	157.8532	Um,	158.2818
109	DCB_se1_ag1_f_03	158.2818	(pause 0.86)	159.1423
110	DCB_se1_ag1_f_03	159.1423	my mom, I'll be her first hou- her first child to graduate	162.1387
111	DCB_se1_ag1_f_03	162.1387	(pause 0.76)	162.8968
112	DCB_se1_ag1_f_03	162.8968	from high school and go to college.	164.6721
113	DCB_se1_ag1_f_03	164.6721	(pause 0.50)	165.1710
114	DCB_se1_ag1_f_03	165.1710	Um,	165.7468
115	DCB_se1_ag1_f_03	165.7468	(pause 2.59)	168.3370
116	DCB_se1_ag1_f_03	168.3370	now that I'm older,	169.5333
117	DCB_se1_ag1_f_03	169.5333	(pause 0.66)	170.1891
118	DCB_se1_ag1_f_03	170.1891	um, I talked to my mom about my career, what I wanna do when I get older.	173.9436
119	DCB_se1_ag1_f_03	173.9436	(pause 2.01)	175.9524
120	DCB_se1_ag1_f_03	175.9524	Um,	176.5790
121	DCB_se1_ag1_f_03	176.5790	(pause 2.42)	179.0007
122	DCB_se1_ag1_f_03	179.0007	I cheer for /RD-SCHOOL-2/.	180.2891
123	DCB_int_01	180.7625	Mm.	181.4491
124	DCB_int_01	181.4491	(pause 0.64)	182.0931
125	DCB_int_01	182.0931	[I didn't know you were] a cheerleader.	183.2464
126	DCB_se1_ag1_f_03	182.0963	[Um.]	182.5697
127	DCB_int_01	184.0891	How long have you been a cheerleader?	185.1157
128	DCB_se1_ag1_f_03	185.5118	I just started yesterday.	186.9558
129	DCB_int_01	187.3510	Oh, congratul- You're a [new cheerleader.]	189.3964
130	DCB_se1_ag1_f_03	188.6305	[/Mm-hm./]	189.3542
131	DCB_se1_ag1_f_03	190.0763	I mean, I know how to cheer I just- just started	192.1355
132	DCB_se1_ag1_f_03	192.1355	(pause 0.15)	192.2891
133	DCB_se1_ag1_f_03	192.2891	back doing what I was cheering.	193.8436
134	DCB_se1_ag1_f_03	193.8436	(pause 0.95)	194.7904
135	DCB_se1_ag1_f_03	194.7904	Um,	195.2926
136	DCB_se1_ag1_f_03	195.2926	(pause 2.50)	197.7965
137	DCB_se1_ag1_f_03	197.7965	I dance for a	199.3510
138	DCB_se1_ag1_f_03	199.3510	(pause 0.78)	200.1283
139	DCB_se1_ag1_f_03	200.1283	dance team in DC.	201.4973
140	DCB_int_01	201.9803	Which one?	202.4523
141	DCB_se1_ag1_f_03	203.5694	I forgot the name of it but I know we dance in Mayfair.	206.1379
142	DCB_int_01	206.5057	Okay.	206.9351
143	DCB_se1_ag1_f_03	207.8747	Um.	208.5145
144	DCB_int_01	211.7636	Are you the oldest of your sis- of your sisters and brothers?	214.1562
145	DCB_se1_ag1_f_03	214.2266	No, I have a older brother who just didn't finish school.	217.3574
146	DCB_se1_ag1_f_03	217.3574	(pause 1.02)	218.3746
147	DCB_se1_ag1_f_03	218.3746	Um,	218.9119
148	DCB_se1_ag1_f_03	218.9119	(pause 1.79)	220.7064
149	DCB_se1_ag1_f_03	220.7064	my mom graduated from Roosevelt, my dad graduated-	223.6064
150	DCB_se1_ag1_f_03	223.6064	(pause 0.80)	224.4066
151	DCB_se1_ag1_f_03	224.4066	he didn't graduate from high school he graduated from middle school, he didn't go to high school.	227.4261
152	DCB_se1_ag1_f_03	227.4261	(pause 0.70)	228.1227
153	DCB_se1_ag1_f_03	228.1227	Um,	228.5258
154	DCB_se1_ag1_f_03	228.5258	(pause 3.03)	231.5549
155	DCB_se1_ag1_f_03	231.5549	my mom has her-	232.8535
156	DCB_se1_ag1_f_03	232.8535	(pause 0.81)	233.6653
157	DCB_se1_ag1_f_03	233.6653	her license in cooking,	234.9896
158	DCB_int_01	237.1167	[Mm.]	237.7116
159	DCB_se1_ag1_f_03	237.2926	[Um.]	237.7192
160	DCB_int_01	238.8055	Can she cook	239.3429
161	DCB_int_01	239.3429	(pause 0.24)	239.5790
162	DCB_int_01	239.5790	really well?	240.1483
163	DCB_se1_ag1_f_03	241.1015	[Yes.]	241.5335
164	DCB_int_01	241.1143	[Does she still] cook now?	242.0963
165	DCB_se1_ag1_f_03	242.3522	Yes.	242.7552
166	DCB_se1_ag1_f_03	242.7552	(pause 1.09)	243.8428
167	DCB_se1_ag1_f_03	243.8428	Um,	244.3897
168	DCB_se1_ag1_f_03	244.3897	(pause 2.29)	246.6761
169	DCB_se1_ag1_f_03	246.6761	she likes to go out to eat sometimes.	248.7360
170	DCB_int_01	248.8480	<laugh>	249.4600
171	DCB_int_01	249.4600	(pause 3.66)	253.1239
172	DCB_int_01	253.1239	Oh, sorry.	254.0812
173	DCB_int_01	254.0812	(pause 0.91)	254.9951
174	DCB_int_01	254.9951	[/inaudible/]	255.6061
